Name,Best_Resolution,Memory_Bandwidth,Memory_Speed,Manufacturer,Release_Price,Core_Speed_Value,Core_Speed_Unit,Max_Power_Value,Max_Power_Unit,Memory_Value,Memory_Unit,Release_Year
Mobility Radeon HD 540v,480000,12.8GB/sec,800 MHz,AMD,,,,13,Watts,512,MB,2010
Mobility Radeon HD 5165,786432,28.8GB/sec,900 MHz,AMD,,,,35,Watts,1024,MB,2010
Mobility Radeon HD 5430,480000,12.8GB/sec,800 MHz,AMD,,500,MHz,7,Watts,1024,MB,2010
Mobility Radeon HD 5750,1296000,51.2GB/sec,800 MHz,AMD,,550,MHz,25,Watts,1024,MB,2010
Radeon HD 8870M,1440000,72GB/sec,1125 MHz,AMD,,,,50,Watts,2048,MB,2013
Radeon HD 8850M v2,1440000,72GB/sec,1125 MHz,AMD,,,,45,Watts,2048,MB,2013
Radeon HD 8790M,1440000,64GB/sec,1000 MHz,AMD,,850,MHz,35,Watts,2048,MB,2013
Radeon HD 8830M,1049088,32GB/sec,1000 MHz,AMD,,,,35,Watts,2048,MB,2013
Radeon HD 8770M,1440000,72GB/sec,1125 MHz,AMD,,775,MHz,20,Watts,2048,MB,2013
Radeon HD 8850M,1049088,32GB/sec,1000 MHz,AMD,,,,45,Watts,2048,MB,2013
Radeon HD 8750M,1440000,64GB/sec,1000 MHz,AMD,,620,MHz,20,Watts,2048,MB,2013
Radeon HD 8690M,1049088,36GB/sec,1125 MHz,AMD,,775,MHz,,,1024,MB,2013
Radeon HD 8730M,1049088,32GB/sec,1000 MHz,AMD,,650,MHz,15,Watts,1024,MB,2013
Radeon HD 8750M v2,1049088,28.8GB/sec,900 MHz,AMD,,670,MHz,20,Watts,2048,MB,2013
Radeon HD 8670M,1049088,14.4GB/sec,900 MHz,AMD,,775,MHz,,,1024,MB,2013
Radeon HD 8570M,,36GB/sec,1125 MHz,AMD,,650,MHz,,,1024,MB,2013
Radeon HD 8550M,1049088,14.4GB/sec,900 MHz,AMD,,,,,,1024,MB,2013
Radeon HD 8670M 2GB,1049088,14.4GB/sec,900 MHz,AMD,,775,MHz,,,2048,MB,2013
Radeon HD 6970M,2073600,115.2GB/sec,900 MHz,AMD,,680,MHz,75,Watts,2048,MB,2011
Radeon HD 8400,,25.6GB/sec,800 MHz,AMD,,,,25,Watts,,,2013
Radeon HD 6950M,1764000,115.2GB/sec,900 MHz,AMD,,580,MHz,50,Watts,1024,MB,2011
Radeon HD 6850M,1440000,25.6GB/sec,800 MHz,AMD,,675,MHz,50,Watts,1024,MB,2011
Radeon HD 6830M,1049088,25.6GB/sec,800 MHz,AMD,,575,MHz,39,Watts,2048,MB,2011
Radeon HD 6870M,1440000,64GB/sec,1000 MHz,AMD,,675,MHz,50,Watts,1024,MB,2011
Radeon HD 6770M 2GB,1296000,51.2GB/sec,800 MHz,AMD,,725,MHz,35,Watts,2048,MB,2011
Radeon HD 6990M,2073600,115.2GB/sec,900 MHz,AMD,,715,MHz,100,Watts,2048,MB,2011
Radeon HD 6770M,1296000,51.2GB/sec,800 MHz,AMD,,725,MHz,35,Watts,1024,MB,2011
Radeon HD 6750M 512MB,1049088,51.2GB/sec,800 MHz,AMD,,600,MHz,,,512,MB,2011
Radeon HD 6750M,1049088,51.2GB/sec,800 MHz,AMD,,600,MHz,,,1024,MB,2011
Radeon HD 6650M,1049088,25.6GB/sec,800 MHz,AMD,,600,MHz,,,1024,MB,2011
Radeon HD 6570M,1296000,51.2GB/sec,800 MHz,AMD,,650,MHz,30,Watts,1024,MB,2010
Radeon HD 6730M,1049088,25.6GB/sec,800 MHz,AMD,,725,MHz,39,Watts,1024,MB,2011
Radeon HD 6630M,1049088,25.6GB/sec,800 MHz,AMD,,485,MHz,26,Watts,1024,MB,2011
Radeon HD 6550M,1049088,25.6GB/sec,800 MHz,AMD,,600,MHz,26,Watts,1024,MB,2010
Radeon HD 6470M,786432,12.8GB/sec,800 MHz,AMD,,800,MHz,11,Watts,1024,MB,2011
Radeon HD 6490M,1049088,25.6GB/sec,800 MHz,AMD,,750,MHz,14,Watts,512,MB,2011
Radeon HD 6530M,1049088,25.6GB/sec,800 MHz,AMD,,500,MHz,26,Watts,1024,MB,2010
Radeon HD 6450M,786432,12.8GB/sec,800 MHz,AMD,,600,MHz,11,Watts,1024,MB,2011
Radeon HD 6370M,786432,12.8GB/sec,800 MHz,AMD,,750,MHz,11,Watts,1024,MB,2010
Radeon HD 6350M,786432,14.4GB/sec,900 MHz,AMD,,500,MHz,7,Watts,1024,MB,2010
Radeon HD 6430M,786432,12.8GB/sec,800 MHz,AMD,,480,MHz,11,Watts,1024,MB,2011
Radeon HD 6330M,,12.8GB/sec,800 MHz,AMD,,500,MHz,7,Watts,1024,MB,2010
Radeon HD 8330,,25.6GB/sec,800 MHz,AMD,,,,15,Watts,,,2013
Radeon HD 8250,,17.1GB/sec,533 MHz,AMD,,,,8,Watts,,,2013
Radeon HD 8280,,25.6GB/sec,800 MHz,AMD,,,,15,Watts,,,2013
Radeon HD 6320,480000,,,AMD,,,,18,Watts,,,2010
Radeon HD 8180,,17.1GB/sec,533 MHz,AMD,,,,4,Watts,,,2013
Radeon HD 6290,480000,25.6GB/sec,800 MHz,AMD,,,,9,Watts,,,2011
Radeon HD 6250,480000,,,AMD,,,,9,Watts,,,2010
Radeon HD 8210,,,,AMD,,,,8,Watts,,,2013
Radeon HD 7950M [not released],2073600,128GB/sec,1000 MHz,AMD,,700,MHz,75,Watts,2048,MB,2012
Radeon HD 8240,,21.3GB/sec,667 MHz,AMD,,,,15,Watts,,,2013
Radeon HD 6310,480000,,,AMD,,,,18,Watts,,,2010
Radeon HD 7850M,1440000,64GB/sec,1000 MHz,AMD,,675,MHz,40,Watts,2048,MB,2012
Radeon HD 7870M,1440000,64GB/sec,1000 MHz,AMD,,800,MHz,45,Watts,2048,MB,2012
Radeon HD 7770M 2GB,1440000,64GB/sec,1000 MHz,AMD,,675,MHz,32,Watts,2048,MB,2012
Radeon HD 7970M,2073600,153.6GB/sec,1200 MHz,AMD,,850,MHz,100,Watts,2048,MB,2012
Radeon HD 7970M Crossfire,2073600,307.2GB/sec,1200 MHz,AMD,,850,MHz,200,Watts,4096,MB,2012
Radeon HD 7730M,1049088,28.8GB/sec,900 MHz,AMD,,575,MHz,25,Watts,2048,MB,2012
Radeon HD 7690M XT,1440000,57.6GB/sec,900 MHz,AMD,,725,MHz,25,Watts,1024,MB,2013
Radeon HD 7670M,1049088,28.8GB/sec,900 MHz,AMD,,600,MHz,20,Watts,1024,MB,2012
Radeon HD 7650M,1049088,28.8GB/sec,900 MHz,AMD,,500,MHz,20,Watts,1024,MB,2012
Radeon HD 7670M 2GB,1049088,28.8GB/sec,900 MHz,AMD,,600,MHz,20,Watts,2048,MB,2012
Radeon HD 7750M,1440000,64GB/sec,1000 MHz,AMD,,575,MHz,28,Watts,1024,MB,2012
Radeon HD 7770M,1440000,64GB/sec,1000 MHz,AMD,,675,MHz,32,Watts,1024,MB,2012
Radeon HD 7690M,1049088,28.8GB/sec,900 MHz,AMD,,725,MHz,20,Watts,1024,MB,2011
Radeon HD 7630M,1049088,25.6GB/sec,800 MHz,AMD,,450,MHz,20,Watts,1024,MB,2012
Radeon HD 7610M,1049088,25.6GB/sec,800 MHz,AMD,,450,MHz,20,Watts,1024,MB,2012
Radeon HD 7550M v2,1049088,25.6GB/sec,800 MHz,AMD,,450,MHz,14,Watts,1024,MB,2012
Radeon HD 7590M,1049088,25.6GB/sec,800 MHz,AMD,,600,MHz,18,Watts,1024,MB,2012
Radeon HD 7510M,1049088,12.8GB/sec,800 MHz,AMD,,450,MHz,11,Watts,1024,MB,2012
Radeon HD 7530M,1049088,14.4GB/sec,900 MHz,AMD,,450,MHz,11,Watts,1024,MB,2012
Radeon HD 7550M,1049088,14.4GB/sec,900 MHz,AMD,,500,MHz,14,Watts,2048,MB,2012
Radeon HD 7570M,1049088,25.6GB/sec,800 MHz,AMD,,500,MHz,13,Watts,1024,MB,2012
Radeon HD 7430M,921600,14.4GB/sec,900 MHz,AMD,,600,MHz,7,Watts,1024,MB,2012
Radeon HD 7450M,921600,14.4GB/sec,900 MHz,AMD,,700,MHz,7,Watts,1024,MB,2012
Radeon HD 7470M,1049088,14.4GB/sec,900 MHz,AMD,,800,MHz,7,Watts,512,MB,2012
Radeon HD 7490M,1049088,30.4GB/sec,950 MHz,AMD,,800,MHz,9,Watts,1024,MB,2012
Radeon HD 7370M,921600,12.8GB/sec,800 MHz,AMD,,750,MHz,11,Watts,1024,MB,2012
Radeon HD 7340,921600,10.7GB/sec,667 MHz,AMD,,523,MHz,18,Watts,,,2012
Radeon HD 7350M,921600,14.4GB/sec,900 MHz,AMD,,500,MHz,7,Watts,1024,MB,2012
Radeon HD 7330M,921600,12.8GB/sec,800 MHz,AMD,,500,MHz,5,Watts,1024,MB,2012
Radeon HD 7310,921600,8.5GB/sec,533 MHz,AMD,,500,MHz,18,Watts,,,2012
Radeon R9 M280X [not released],1440000,64GB/sec,1000 MHz,AMD,,,,75,Watts,2048,MB,2014
Radeon R9 M275X,2073600,64GB/sec,1000 MHz,AMD,,,,50,Watts,2048,MB,2014
Radeon R9 M265X,1440000,64GB/sec,1000 MHz,AMD,,,,35,Watts,2048,MB,2014
Radeon R9 M275 [not released],2073600,64GB/sec,1000 MHz,AMD,,,,50,Watts,2048,MB,2014
Radeon R9 M270X,1440000,64GB/sec,1000 MHz,AMD,,,,50,Watts,2048,MB,2014
Radeon R7 M260X,1440000,64GB/sec,1000 MHz,AMD,,715,MHz,35,Watts,2048,MB,2014
Radeon R7 M265,1049088,32GB/sec,1000 MHz,AMD,,800,MHz,35,Watts,2048,MB,2014
Radeon R7 M260,1049088,16GB/sec,1000 MHz,AMD,,940,MHz,35,Watts,2048,MB,2014
Radeon R7 M260 v2,1049088,28.8GB/sec,900 MHz,AMD,,620,MHz,35,Watts,4096,MB,2014
Radeon R7 M270,1049088,32GB/sec,1000 MHz,AMD,,725,MHz,30,Watts,4096,MB,2014
Radeon R5 M255,1049088,16GB/sec,1000 MHz,AMD,,925,MHz,20,Watts,4096,MB,2014
Radeon R5 M220,,14.4GB/sec,900 MHz,AMD,,,,17,Watts,1024,MB,2013
Radeon R5 M210,,14.4GB/sec,900 MHz,AMD,,,,13,Watts,1024,MB,2013
Radeon R5 M230,1049088,16GB/sec,1000 MHz,AMD,,780,MHz,20,Watts,4096,MB,2014
Radeon R5 M240,1049088,16GB/sec,1000 MHz,AMD,,1000,MHz,,,2048,MB,2014
Mobility Radeon X2500,,12.8GB/sec,400 MHz,AMD,,,,,,256,MB,2007
Mobility Radeon Xpress 1250,,6.4GB/sec,400 MHz,AMD,,,,,,,,2007
Mobility Radeon X1800,,32GB/sec,500 MHz,AMD,,,,,,256,MB,2006
Mobility Radeon X1900,,30.1GB/sec,470 MHz,AMD,,,,,,256,MB,2007
Mobility Radeon X2300 128MB GDDR3,,12.8GB/sec,400 MHz,AMD,,,,,,128,MB,2007
Mobility Radeon X1400,,8GB/sec,250 MHz,AMD,,,,,,128,MB,2006
Mobility Radeon X1300,,8GB/sec,250 MHz,AMD,,,,,,128,MB,2006
Radeon R9 M385 4GB,1440000,88GB/sec,1375 MHz,AMD,,900,MHz,75,Watts,4096,MB,2015
Radeon R9 M380 4GB,1440000,96GB/sec,1500 MHz,AMD,,1000,MHz,75,Watts,4096,MB,2015
Mobility Radeon X1600,,15GB/sec,470 MHz,AMD,,,,,,256,MB,2006
Radeon R9 M385X 4GB,1440000,96GB/sec,1500 MHz,AMD,,1000,MHz,75,Watts,4096,MB,2015
Radeon R9 M375X 4GB,1440000,72GB/sec,1125 MHz,AMD,,900,MHz,75,Watts,4096,MB,2015
Radeon R9 M360 4GB,1440000,64GB/sec,1000 MHz,AMD,,,,50,Watts,4096,MB,2015
Radeon R9 M365X 4GB,1440000,64GB/sec,1000 MHz,AMD,,625,MHz,50,Watts,4096,MB,2015
Radeon R7 M340 2GB,1049088,16GB/sec,1000 MHz,AMD,,943,MHz,25,Watts,2048,MB,2015
Radeon R9 M375 2GB,1049088,35.2GB/sec,1100 MHz,AMD,,1000,MHz,75,Watts,2048,MB,2015
Radeon R7 M360 2GB,1049088,17.6GB/sec,1100 MHz,AMD,,1000,MHz,50,Watts,2048,MB,2015
Mobility Radeon X1700,,12.8GB/sec,400 MHz,AMD,,,,,,256,MB,2006
Radeon R7 M360 4GB,1049088,17.6GB/sec,1100 MHz,AMD,,1000,MHz,50,Watts,4096,MB,2015
Mobility Radeon X1350,,6.3GB/sec,392 MHz,AMD,,,,,,128,MB,2006
Radeon R5 M335 2GB,1049088,17.6GB/sec,1100 MHz,AMD,,1070,MHz,25,Watts,2048,MB,2015
Radeon R5 M330 2GB,1049088,16GB/sec,1000 MHz,AMD,,1000,MHz,25,Watts,2048,MB,2015
Radeon R5 M320 2GB,1049088,16GB/sec,1000 MHz,AMD,,780,MHz,20,Watts,2048,MB,2015
Radeon R5 M330 4GB,1049088,16GB/sec,1000 MHz,AMD,,1000,MHz,25,Watts,4096,MB,2015
Radeon R9 M470 4GB,1440000,88GB/sec,1375 MHz,AMD,,900,MHz,75,Watts,4096,MB,2016
Radeon R9 M470X 4GB,1440000,96GB/sec,1500 MHz,AMD,,1000,MHz,75,Watts,4096,MB,2016
Intel GM965 Express Chipset ,,10.7GB/sec,333 MHz,Intel,,,,14,Watts,,,2007
Intel GM45 Express Chipset,,17.1GB/sec,533 MHz,Intel,,,,12,Watts,,,2008
Mobility Radeon X300,,2GB/sec,250 MHz,AMD,,,,,,128,MB,2005
Radeon R5 M335 4GB,1049088,17.6GB/sec,1100 MHz,AMD,,1070,MHz,25,Watts,4096,MB,2015
Mobility Radeon Xpress 200,,,,AMD,,,,,,,,2004
HD i5 M580,,17.1GB/sec,533 MHz,Intel,,,,35,Watts,,,2010
Mobility Radeon X600,,4GB/sec,250 MHz,AMD,,,,,,128,MB,2004
Mobility Radeon X700,,11.2GB/sec,350 MHz,AMD,,,,,,128,MB,2005
Intel 82852/82855 ,,,166 MHz,Intel,,,,,,,,2004
HD i5 U470,,12.8GB/sec,400 MHz,Intel,,,,18,Watts,,,2010
HD i5 U430,,12.8GB/sec,400 MHz,Intel,,,,18,Watts,,,2010
HD i5 M560,,17.1GB/sec,533 MHz,Intel,,,,35,Watts,,,2010
HD i5 M480,,17.1GB/sec,533 MHz,Intel,,,,35,Watts,,,2011
HD i5 M520,,17.1GB/sec,533 MHz,Intel,,,,35,Watts,,,2010
HD i5 M540,,17.1GB/sec,533 MHz,Intel,,,,35,Watts,,,2010
HD i5 M460,,17.1GB/sec,533 MHz,Intel,,,,35,Watts,,,2010
HD i5 M430,,17.1GB/sec,533 MHz,Intel,,,,35,Watts,,,2010
HD i5 M450,,17.1GB/sec,533 MHz,Intel,,,,35,Watts,,,2010
HD i5 6300U,1049088,34.1GB/sec,1067 MHz,Intel,,300,MHz,15,Watts,,,2015
HD i5 6440HQ,1049088,34.1GB/sec,1067 MHz,Intel,,350,MHz,35,Watts,,,2015
HD i5 5350U,1049088,29.9GB/sec,933 MHz,Intel,,300,MHz,15,Watts,,,2015
HD i5 6200U,1049088,34.1GB/sec,1067 MHz,Intel,,300,MHz,15,Watts,,,2015
HD i5 4250U,1049088,25.6GB/sec,800 MHz,Intel,,200,MHz,15,Watts,,,2013
HD i5 4260U,1049088,25.6GB/sec,800 MHz,Intel,,200,MHz,15,Watts,,,2014
HD i5 6300HQ,1049088,34.1GB/sec,1067 MHz,Intel,,350,MHz,35,Watts,,,2015
HD i5 5250U,1049088,29.9GB/sec,933 MHz,Intel,,300,MHz,15,Watts,,,2015
HD i5 4210U,1049088,25.6GB/sec,800 MHz,Intel,,200,MHz,15,Watts,,,2014
HD i5 4210M,1049088,25.6GB/sec,800 MHz,Intel,,400,MHz,47,Watts,,,2014
HD i5 4210H,1049088,25.6GB/sec,800 MHz,Intel,,400,MHz,47,Watts,,,2014
HD i5 4200H,1049088,25.6GB/sec,800 MHz,Intel,,400,MHz,47,Watts,,,2013
HD i5 4200U,1049088,25.6GB/sec,800 MHz,Intel,,200,MHz,15,Watts,,,2014
HD i5 2520M,,21.3GB/sec,667 MHz,Intel,,,,35,Watts,,,2011
HD i5 2430M,,21.3GB/sec,667 MHz,Intel,,,,35,Watts,,,2011
HD i5 2467M,,21.3GB/sec,667 MHz,Intel,,,,17,Watts,,,2011
HD i3 M380,,17.1GB/sec,533 MHz,Intel,,,,35,Watts,,,2010
HD i5 2410M,,21.3GB/sec,667 MHz,Intel,,,,35,Watts,,,2011
HD i3 M390,,17.1GB/sec,533 MHz,Intel,,,,,,,,2010
HD i5 4200M,1049088,25.6GB/sec,800 MHz,Intel,,400,MHz,47,Watts,,,2013
HD i3 M370,,8.5GB/sec,533 MHz,Intel,,,,35,Watts,,,2010
HD M5-6Y57,1049088,29.9GB/sec,933 MHz,Intel,,300,MHz,5,Watts,,,2015
HD M5-6Y54,1049088,29.9GB/sec,933 MHz,Intel,,300,MHz,5,Watts,,,2015
HD M7-6Y75,1049088,29.9GB/sec,933 MHz,Intel,,300,MHz,5,Watts,,,2015
HD M3-6Y30,1049088,29.9GB/sec,933 MHz,Intel,,300,MHz,5,Watts,,,2015
HD M-5Y70,1049088,25.6GB/sec,800 MHz,Intel,,300,MHz,5,Watts,,,2014
HD M-5Y71,1049088,25.6GB/sec,800 MHz,Intel,,300,MHz,5,Watts,,,2015
HD i3 M330,,17.1GB/sec,533 MHz,Intel,,,,35,Watts,,,2010
HD M-5Y31,1049088,25.6GB/sec,800 MHz,Intel,,300,MHz,5,Watts,,,2015
HD i3 6100U,1049088,34.1GB/sec,1067 MHz,Intel,,300,MHz,15,Watts,,,2015
HD i3 6100H,1049088,34.1GB/sec,1067 MHz,Intel,,350,MHz,35,Watts,,,2015
HD M-5Y51,1049088,25.6GB/sec,800 MHz,Intel,,300,MHz,5,Watts,,,2015
HD i3 2357M,,21.3GB/sec,667 MHz,Intel,,,,17,Watts,,,2011
HD i3 2370M,,21.3GB/sec,667 MHz,Intel,,,,35,Watts,,,2012
HD i3 2310M,,21.3GB/sec,667 MHz,Intel,,,,35,Watts,,,2011
HD i3 2330M,,21.3GB/sec,667 MHz,Intel,,,,,,1720,MB,2011
HD M-5Y10a,1049088,25.6GB/sec,800 MHz,Intel,,100,MHz,5,Watts,,,2014
HD M-5Y10,1049088,25.6GB/sec,800 MHz,Intel,,100,MHz,5,Watts,,,2014
HD i7 M620,,8.5GB/sec,533 MHz,Intel,,,,,,,,2010
HD i7 6820HK,1049088,34.1GB/sec,1067 MHz,Intel,,350,MHz,45,Watts,,,2015
HD i7 6820HQ,1049088,34.1GB/sec,1067 MHz,Intel,,350,MHz,45,Watts,,,2015
HD M-5Y10c,1049088,25.6GB/sec,800 MHz,Intel,,300,MHz,5,Watts,,,2015
HD i7 6920HQ,1049088,34.1GB/sec,1067 MHz,Intel,,350,MHz,45,Watts,,,2015
HD i7 6500U,1049088,34.1GB/sec,1067 MHz,Intel,,300,MHz,15,Watts,,,2015
HD i7 5700HQ,1049088,29.9GB/sec,933 MHz,Intel,,300,MHz,47,Watts,,,2015
Intel GMA 900,,,,Intel,,,,,,,,2005
HD i7 6700HQ,1049088,34.1GB/sec,1067 MHz,Intel,,350,MHz,45,Watts,,,2015
Intel HD Graphics Mobile (Sandy Bridge),786432,21.3GB/sec,667 MHz,Intel,,350,MHz,5,Watts,,,2014
Intel HD Graphics Mobile (Ivy Bridge),1049088,25.6GB/sec,800 MHz,Intel,,,,45,Watts,,,2012
HD i7 6600U,1049088,34.1GB/sec,1067 MHz,Intel,,300,MHz,15,Watts,,,2015
Intel GMA 950,,,,Intel,,,,7,Watts,,,2005
Intel HD Graphics Mobile (Haswell),1049088,25.6GB/sec,800 MHz,Intel,,,,4,Watts,,,2013
Intel HD Graphics Mobile (Braswell),1049088,25.6GB/sec,800 MHz,Intel,,320,MHz,6,Watts,,,2015
Intel HD Graphics Mobile (Bay Trail),1049088,21.3GB/sec,667 MHz,Intel,,311,MHz,10,Watts,,,2013
Intel HD Graphics Mobile,,8.5GB/sec,533 MHz,Intel,,,,35,Watts,,,2010
Intel HD Graphics 630 Mobile,,,1067 MHz,Intel,,,,15,Watts,,,2017
Intel HD Graphics 620 Mobile,1049088,34.1GB/sec,1067 MHz,Intel,,300,MHz,15,Watts,,,2016
Intel HD Graphics 6000 Mobile,1049088,29.9GB/sec,933 MHz,Intel,,300,MHz,15,Watts,,,2015
Intel HD Graphics 5600 Mobile,1049088,29.9GB/sec,933 MHz,Intel,,300,MHz,37,Watts,,,2015
Intel HD Graphics 615 Mobile,1049088,34.1GB/sec,1067 MHz,Intel,,300,MHz,15,Watts,,,2016
Intel HD Graphics 530 Mobile,1049088,34.1GB/sec,1067 MHz,Intel,,350,MHz,45,Watts,,,2015
Intel HD Graphics 5300 Mobile,1049088,25.6GB/sec,800 MHz,Intel,,300,MHz,5,Watts,,,2014
Intel HD Graphics 515 Mobile,1049088,29.9GB/sec,933 MHz,Intel,,300,MHz,5,Watts,,,2015
Intel HD Graphics 5000 Mobile,1049088,25.6GB/sec,800 MHz,Intel,,200,MHz,15,Watts,,,2013
Intel HD Graphics 510 Mobile,1049088,34.1GB/sec,1067 MHz,Intel,,300,MHz,15,Watts,,,2015
Intel HD Graphics 4400 Mobile,1049088,25.6GB/sec,800 MHz,Intel,,200,MHz,15,Watts,,,2013
Intel HD Graphics 5500 Mobile,1049088,29.9GB/sec,933 MHz,Intel,,100,MHz,15,Watts,,,2015
Intel HD Graphics 4600 Mobile,1049088,25.6GB/sec,800 MHz,Intel,,200,MHz,47,Watts,,,2013
Intel HD Graphics 520 Mobile,1049088,34.1GB/sec,1067 MHz,Intel,,300,MHz,15,Watts,,,2015
Intel HD Graphics 4000 Mobile,1049088,25.6GB/sec,800 MHz,Intel,,650,MHz,55,Watts,,,2012
Intel HD Graphics 2000 Mobile,,,,Intel,,,,,,,,2011
Intel HD Graphics 2500 Mobile,,25.6GB/sec,800 MHz,Intel,,,,,,,,2012
Intel HD Graphics 4200 Mobile,1049088,25.6GB/sec,800 MHz,Intel,,,,20,Watts,,,2013
HD Pentium P6200,,17.1GB/sec,533 MHz,Intel,,,,35,Watts,,,2010
HD i7 5700EQ,1049088,25.6GB/sec,800 MHz,Intel,,300,MHz,47,Watts,,,2015
HD Pentium P6100,,17.1GB/sec,533 MHz,Intel,,,,35,Watts,,,2010
HD i7 5600U,1049088,25.6GB/sec,800 MHz,Intel,,300,MHz,15,Watts,,,2015
HD i7 5650U,1049088,29.9GB/sec,933 MHz,Intel,,300,MHz,15,Watts,,,2015
HD i7 5550U,1049088,29.9GB/sec,933 MHz,Intel,,300,MHz,15,Watts,,,2015
HD i7 3920XM,,12.8GB/sec,800 MHz,Intel,,,,,,,,2012
HD i7 5500U,1049088,25.6GB/sec,800 MHz,Intel,,300,MHz,15,Watts,,,2015
HD i7 3840QM,1049088,12.8GB/sec,800 MHz,Intel,,650,MHz,45,Watts,,,2012
Intel HD Graphics 3000 Mobile,,12.8GB/sec,800 MHz,Intel,,,,,,,,2011
HD i7 5557U,1049088,29.9GB/sec,933 MHz,Intel,,300,MHz,28,Watts,,,2015
HD i7 3720QM,,12.8GB/sec,800 MHz,Intel,,,,,,,,2012
HD i7 3630QM,,25.6GB/sec,800 MHz,Intel,,,,45,Watts,,,2012
HD i7 2920XM,,12.8GB/sec,800 MHz,Intel,,,,,,,,2011
HD i7 3610QM,,12.8GB/sec,800 MHz,Intel,,,,,,,,2012
HD i7 2820QM,,12.8GB/sec,800 MHz,Intel,,,,,,,,2011
HD i7 2860QM,,12.8GB/sec,800 MHz,Intel,,,,,,,,2011
HD i7 2670QM,,10.7GB/sec,667 MHz,Intel,,,,,,,,2011
HD i7 2630QM,,10.7GB/sec,667 MHz,Intel,,,,,,,,2011
HD i7 2640M,,10.7GB/sec,667 MHz,Intel,,,,,,,,2011
HD i7 2720QM,,12.8GB/sec,800 MHz,Intel,,,,,,,,2011
HD i7 2675QM,,10.7GB/sec,667 MHz,Intel,,,,,,,,2011
HD i7 3820QM,,12.8GB/sec,800 MHz,Intel,,,,,,,,2012
HD i7 2760QM,,12.8GB/sec,800 MHz,Intel,,,,,,,,2011
HD i7 2620M,,10.7GB/sec,667 MHz,Intel,,,,,,,,2011
Intel GMA 5700M HD,,,,Intel,,,,35,Watts,,,2010
Intel GMA 4500M HD,,,,Intel,,,,,,,,2008
Intel GMA 3650,480000,8.5GB/sec,533 MHz,Intel,,,,,,,,2011
Intel 965 Express Family,,,,Intel,,,,,,,,2007
Iris Graphics 540 Mobile,1049088,34.1GB/sec,1067 MHz,Intel,,300,MHz,15,Watts,,,2015
Intel GMA 3150,,,,Intel,,,,50,Watts,,,2010
HD Pentium P6000,,17.1GB/sec,533 MHz,Intel,,,,,,,,2010
Intel GMA 3600,480000,8.5GB/sec,533 MHz,Intel,,,,13,Watts,,,2011
Iris Graphics 5100 Mobile,1049088,25.6GB/sec,800 MHz,Intel,,200,MHz,28,Watts,,,2013
HD i7 2617M,,10.7GB/sec,667 MHz,Intel,,,,,,,,2011
Intel GMA 4500M,,,,Intel,,,,,,,,2008
Radeon HD 3100,,,,AMD,,,,,,,,2008
Mobility Radeon HD 3870 x2,,108.8GB/sec,1700 MHz,AMD,,,,110,Watts,1024,MB,2008
Mobility Radeon HD 4870,1296000,89.6GB/sec,700 MHz,AMD,,,,65,Watts,1024,MB,2009
Mobility Radeon HD 4870 x2,1536000,179.2GB/sec,700 MHz,AMD,,,,130,Watts,2048,MB,2009
Radeon HD 6755G2,,,,AMD,,,,,,,,2011
Quadro NVS 510M,,,,Nvidia,,,,45,Watts,1024,MB,2010
Quadro NVS 300M,,16GB/sec,500 MHz,Nvidia,,,,16,Watts,512,MB,2006
Quadro NVS 320M,,22.4GB/sec,700 MHz,Nvidia,,,,20,Watts,512,MB,2007
Quadro NVS 160M,,11.2GB/sec,700 MHz,Nvidia,,,,12,Watts,256,MB,2008
Radeon HD 8610G,1049088,21.3GB/sec,667 MHz,AMD,,,,25,Watts,,,2013
Radeon HD 7660G,,25.6GB/sec,800 MHz,AMD,,,,35,Watts,,,2012
Quadro NVS 150M,,11.2GB/sec,700 MHz,Nvidia,,,,10,Watts,256,MB,2008
Radeon HD 8650G,1049088,29.9GB/sec,933 MHz,AMD,,,,35,Watts,,,2013
NVS 5400M,,28.8GB/sec,900 MHz,Nvidia,,660,MHz,35,Watts,2048,MB,2012
GeForce4 Go 488,,1.1GB/sec,275 MHz,Nvidia,,,,,,64,MB,2002
Radeon HD 6380G,,,,AMD,,,,35,Watts,,,2011
Mobility Radeon 7500 64MB,,1.6GB/sec,200 MHz,AMD,,,,27,Watts,64,MB,2001
GeForce 9800M GTS,,51.2GB/sec,800 MHz,Nvidia,,,,75,Watts,1024,MB,2008
GeForce 9800M GTX SLI,,102.4GB/sec,800 MHz,Nvidia,,,,150,Watts,2048,MB,2008
GeForce 9800M GT SLI,,102.4GB/sec,800 MHz,Nvidia,,,,130,Watts,1024,MB,2008
GeForce 9800M GTS SLI,,102.4GB/sec,800 MHz,Nvidia,,,,150,Watts,2048,MB,2008
GeForce 9800M GTX,,51.2GB/sec,800 MHz,Nvidia,,,,75,Watts,1024,MB,2008
GeForce 9800M GS,,51.2GB/sec,800 MHz,Nvidia,,,,60,Watts,512,MB,2008
GeForce 9700M GT,,25.6GB/sec,800 MHz,Nvidia,,,,45,Watts,512,MB,2008
GeForce 9800M GT,,51.2GB/sec,800 MHz,Nvidia,,,,65,Watts,512,MB,2008
GeForce 9650M GS,,25.6GB/sec,800 MHz,Nvidia,,,,29,Watts,512,MB,2008
GeForce 9700M GTS,,51.2GB/sec,800 MHz,Nvidia,,,,60,Watts,512,MB,2008
